Record Id,Account Owner.id,Account Owner,Rating,Account Name,Phone,Fax,Parent Account.id,Parent Account,Website,Ticker Symbol,Account Type,Ownership,Industry,Employees,Annual Revenue,SIC Code,Created By.id,Created By,Modified By.id,Modified By,Created Time,Modified Time,Last Activity Time,Description,Account Number,Account Site,Tag,Change Log Time,Locked,Last Enriched Time,Enrich Status,Connected To.module,Connected To.id,Billing Address - Flat / House No./ Building / Apartment Name,Billing Address - Street Address,Billing Address - City,Billing Address - State / Province,Billing Address - Zip / Postal Code,Billing Address - Country / Region,Billing Address - Latitude,Billing Address - Longitude,Shipping Address - Flat / House No./ Building / Apartment Name,Shipping Address - Street Address,Shipping Address - City,Shipping Address - State / Province,Shipping Address - Zip / Postal Code,Shipping Address - Country / Region,Shipping Address - Latitude,Shipping Address - Longitude,Company Linkedin,Status,State,Lost Reasons
zcrm_991103000000694022,zcrm_991103000000543001,Timothy Solomon,,Oblio,07882552078,,,,oblio.app,,,,Data/Telecom OEM,50,50000,,zcrm_991103000000543001,Timothy Solomon,zcrm_991103000000543001,Timothy Solomon,2026-05-28 07:47:09,2026-05-28 07:47:09,2026-05-28 07:54:53,,0,,,2026-05-28 07:47:09,false,,,,,"Apartment G02, Grand Regent Tower, 2 Cadmium Square",,London,,E2 0FG,,,,,,,,,,,,Oblio,New,Open,
